MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
2a:cf:da:b2:47:d0,Schneider Guest Network,[WPA2-PSK-CCMP],2012-08-10 20:24:06,11,-67,51.3993436198866,-0.202547634779694,76,10,WIFI
28:cf:da:b2:47:d1,Schneider Network,[WPA2-PSK-CCMP],2012-08-10 20:24:06,11,-68,51.3993436198866,-0.202547634779694,76,10,WIFI
a0:21:b7:d6:96:4e,virginmedia2970570,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:24:06,11,-93,51.3993436198866,-0.202547634779694,76,10,WIFI
28:93:fe:4a:26:0e,mistral,[WPA2-PSK-CCMP][WPS],2012-08-10 20:24:08,6,-78,51.3993290376534,-0.202591818062623,79,10,WIFI
32:93:fe:4a:26:0e,ripcurl,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:24:08,6,-79,51.3993290376534,-0.202591818062623,79,10,WIFI
98:8b:5d:eb:a3:7c,SKY41851,[WPA-PSK-TKIP],2012-08-10 20:24:08,1,-97,51.3993290376534,-0.202591818062623,79,10,WIFI
e0:91:f5:0c:f8:1a,Schneiderweb2GHz,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:24:10,1,-71,51.3993133023127,-0.202627811924412,83,10,WIFI
00:d0:44:b0:77:b2,BTHomeHub2-GWH9,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:24:12,6,-90,51.399300926554,-0.202657360639439,81,15,WIFI
c8:cd:72:b8:14:af,SKY814AE,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:24:12,11,-89,51.399300926554,-0.202657360639439,81,15,WIFI
00:14:bf:26:5a:7f,metatree,[WPA-PSK-TKIP],2012-08-10 20:24:17,11,-88,51.3993007223662,-0.202771919054107,78,10,WIFI
00:1e:2a:21:4e:24,SKY53748,[WPA-PSK-TKIP],2012-08-10 20:24:17,11,-88,51.3993007223662,-0.202771919054107,78,10,WIFI
00:18:4d:52:e3:ec,Tammy,[WEP],2012-08-10 20:24:17,6,-88,51.3993007223662,-0.202771919054107,78,10,WIFI
00:16:01:ad:ca:e3,Buffalo,[WPA-PSK-CCMP],2012-08-10 20:24:21,2,-74,51.3993022208291,-0.202847361863444,73,10,WIFI
00:fe:f4:64:32:40,BTHub3-FNW4,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:24:21,6,-85,51.3993022208291,-0.202847361863444,73,10,WIFI
0a:d0:44:b0:77:b2,BTFON,,2012-08-10 20:24:25,6,-82,51.3993058429382,-0.202926382098742,74,10,WIFI
06:d0:44:b0:77:b2,BTOpenzone,,2012-08-10 20:24:25,6,-87,51.3993058429382,-0.202926382098742,74,10,WIFI
1c:af:f7:14:28:42,mano,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:24:29,10,-89,51.3993047599704,-0.203021575611391,73,10,WIFI
23415_189_53476659,vodafone UK,UMTS;gb,2012-08-10 20:25:02,0,-75,51.3992075911435,-0.203733603849427,73,15,GSM
00:0b:3b:cc:6b:98,devolo-000B3BCC6B98,[WPA2-PSK-CCMP][WPS],2012-08-10 20:25:35,7,-78,51.3989938057171,-0.204474215316367,71,10,WIFI
e0:91:f5:de:b8:40,casinha,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:25:35,8,-80,51.3989938057171,-0.204474215316367,71,10,WIFI
00:d0:44:b0:77:b2,BTHomeHub2-GWH9,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:25:35,6,-84,51.3989938057171,-0.204474215316367,71,10,WIFI
d0:66:7b:03:39:83,SEC_LinkShare_e1f993,[WPA2-PSK-CCMP][WPS],2012-08-10 20:25:35,1,-86,51.3989938057171,-0.204474215316367,71,10,WIFI
00:1e:2a:7e:48:f3,virginmedia0892444,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:25:35,6,-88,51.3989938057171,-0.204474215316367,71,10,WIFI
00:fe:f4:66:6e:28,BTHub3-3K3N,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:25:35,9,-69,51.3989938057171,-0.204474215316367,71,10,WIFI
06:d0:44:b0:77:b2,BTOpenzone,,2012-08-10 20:25:35,6,-86,51.3989938057171,-0.204474215316367,71,10,WIFI
f0:7d:68:f9:dc:13,TALKTALK-F9DC13,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:25:41,1,-82,51.3989597494926,-0.204583714671137,75,10,WIFI
00:1f:33:1a:c7:0c,SKY47984,[WPA-PSK-TKIP],2012-08-10 20:25:41,6,-89,51.3989597494926,-0.204583714671137,75,10,WIFI
00:13:10:da:41:4c,linksys,,2012-08-10 20:25:41,6,-86,51.3989597494926,-0.204583714671137,75,10,WIFI
00:23:4d:a1:53:11,Dilbert12,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:25:47,7,-84,51.3989375453091,-0.204702452936071,76,15,WIFI
2c:b0:5d:e6:2b:5a,virginmedia3144504,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:25:47,6,-86,51.3989375453091,-0.204702452936071,76,15,WIFI
02:23:4d:a1:53:12,BTOpenzone-H,,2012-08-10 20:25:47,7,-83,51.3989375453091,-0.204702452936071,76,15,WIFI
02:23:4d:a1:53:13,BTFON,,2012-08-10 20:25:47,7,-85,51.3989375453091,-0.204702452936071,76,15,WIFI
23415_189_53476659,vodafone UK,UMTS;gb,2012-08-10 20:25:49,0,-77,51.398925810375,-0.204743695682634,79,15,GSM
34:08:04:95:d9:41,SKY11123,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:25:51,6,-88,51.398914338837,-0.204788949923364,80,10,WIFI
00:1e:2a:61:f7:8a,redbook,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:25:51,6,-90,51.398914338837,-0.204788949923364,80,10,WIFI
90:84:0d:da:d9:4d,Alex Tulloch's Network,[WPA2-PSK-CCMP],2012-08-10 20:25:53,1,-85,51.3989061428706,-0.204821749798533,76,5,WIFI
00:24:17:2f:f5:73,BebopWireless,[WEP],2012-08-10 20:25:53,9,-91,51.3989061428706,-0.204821749798533,76,5,WIFI
c4:3d:c7:39:fb:81,Stone,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:25:55,11,-86,51.3988907548759,-0.204857766315399,79,10,WIFI
c0:3f:0e:c0:08:d1,virginmedia6174156,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:25:59,1,-90,51.3988599830426,-0.204947154903543,85,15,WIFI
a0:21:b7:dd:e8:bf,virginmedia8516026,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:26:01,1,-84,51.3988442914435,-0.204994352259354,80,10,WIFI
2c:b0:5d:d8:01:35,virginmedia0069933,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:26:05,11,-85,51.3988207629398,-0.205077392791361,79,10,WIFI
00:24:2b:b6:c5:c9,BTHomeHub2-WMM8,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:26:07,10,-84,51.3988043239878,-0.205130123188373,83,10,WIFI
c4:3d:c7:3b:cc:db,virginmedia2285516,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:26:07,11,-83,51.3988043239878,-0.205130123188373,83,10,WIFI
02:24:2b:b6:c5:cb,BTFON,,2012-08-10 20:26:07,10,-85,51.3988043239878,-0.205130123188373,83,10,WIFI
02:24:2b:b6:c5:ca,BTOpenzone-H,,2012-08-10 20:26:07,10,-86,51.3988043239878,-0.205130123188373,83,10,WIFI
00:1f:33:40:13:fa,NETGEAR,[WEP],2012-08-10 20:26:19,6,-91,51.3987264000106,-0.205388441713208,78,15,WIFI
4c:ed:de:ba:4d:60,TALKTALK-BA4D58,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:26:21,1,-88,51.3987207216667,-0.205424242530394,78,10,WIFI
04:c0:6f:e3:e3:cd,BTHub3-QQ4W,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:26:21,11,-84,51.3987207216667,-0.205424242530394,78,10,WIFI
00:11:50:39:a2:a0,Wireless router by Belkin 54g,[WPA-PSK-TKIP],2012-08-10 20:26:23,11,-89,51.3987172015262,-0.20545911305474,76,10,WIFI
42:76:70:c5:53:d3,BTOpenzone-H,,2012-08-10 20:26:23,11,-90,51.3987172015262,-0.20545911305474,76,10,WIFI
42:76:70:c5:53:d4,BTFON,,2012-08-10 20:26:23,11,-88,51.3987172015262,-0.20545911305474,76,10,WIFI
f0:7d:68:f9:dc:13,TALKTALK-F9DC13,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:26:29,1,-86,51.3986937369402,-0.205584491748566,76,5,WIFI
58:98:35:61:69:c9,O2wireless6169C9,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS],2012-08-10 20:26:31,1,-89,51.3986872956442,-0.205617836749138,77,10,WIFI
00:01:3b:9b:24:ba,BTHub3-9FPW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:26:33,11,-88,51.398681374209,-0.205666484332909,80,15,WIFI
02:01:3b:9b:24:ba,BTWiFi,,2012-08-10 20:26:33,11,-85,51.398681374209,-0.205666484332909,80,15,WIFI
12:01:3b:9b:24:ba,BTWiFi-with-FON,,2012-08-10 20:26:33,11,-86,51.398681374209,-0.205666484332909,80,15,WIFI
94:44:52:58:bd:d0,Belkin.3DD0,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS],2012-08-10 20:26:35,1,-71,51.3986617153662,-0.205710804255347,83,10,WIFI
bc:76:70:c5:53:d2,BTHub3-358Q,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:26:35,11,-82,51.3986617153662,-0.205710804255347,83,10,WIFI
00:24:01:c6:e7:b8,PC_Network,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:26:35,1,-89,51.3986617153662,-0.205710804255347,83,10,WIFI
00:1b:11:a7:15:32,dlink,,2012-08-10 20:26:37,6,-85,51.3986462325226,-0.205752719692527,83,15,WIFI
02:23:4d:a1:53:12,BTOpenzone-H,,2012-08-10 20:26:37,7,-88,51.3986462325226,-0.205752719692527,83,15,WIFI
23415_189_53476659,vodafone UK,UMTS;gb,2012-08-10 20:26:37,0,-85,51.3986462325226,-0.205752719692527,83,15,GSM
00:1e:2a:61:f7:8a,redbook,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:26:39,6,-66,51.3986273126418,-0.205804146500196,77,10,WIFI
34:08:04:95:d9:41,SKY11123,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:26:39,6,-79,51.3986273126418,-0.205804146500196,77,10,WIFI
00:23:4d:a1:53:11,Dilbert12,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:26:39,7,-86,51.3986273126418,-0.205804146500196,77,10,WIFI
02:23:4d:a1:53:13,BTFON,,2012-08-10 20:26:39,7,-86,51.3986273126418,-0.205804146500196,77,10,WIFI
00:24:17:2f:f5:73,BebopWireless,[WEP],2012-08-10 20:26:41,9,-78,51.3986140584484,-0.205840952011281,80,10,WIFI
00:26:f2:0b:b5:04,weatherley,[WPA-PSK-TKIP],2012-08-10 20:26:47,6,-89,51.3985859552195,-0.205955477264115,71,15,WIFI
00:21:63:3f:d5:6d,sandhu123,[WPA-PSK-TKIP],2012-08-10 20:26:47,11,-89,51.3985859552195,-0.205955477264115,71,15,WIFI
90:01:3b:7b:22:18,SKYB2217,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:26:49,11,-82,51.3986093108663,-0.205996738289409,71,15,WIFI
00:22:b0:64:92:45,TalkTalk3af83,[WPA-PSK-TKIP],2012-08-10 20:26:51,3,-79,51.3986119366709,-0.206054830155784,76,15,WIFI
00:24:17:96:23:33,BeBox,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:26:51,6,-85,51.3986119366709,-0.206054830155784,76,15,WIFI
28:10:7b:41:b5:ab,TALKTALK-41B5AB,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:26:53,1,-85,51.3986038025089,-0.206116426233745,74,5,WIFI
c0:3f:0e:fc:ee:ce,virginmedia6080125,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:26:55,6,-86,51.3985968372988,-0.206153933101323,76,5,WIFI
c4:3d:c7:3b:cc:db,virginmedia2285516,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:26:55,11,-89,51.3985968372988,-0.206153933101323,76,5,WIFI
a0:21:b7:f8:af:a5,virginmedia5117910,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:26:59,1,-88,51.3985779656777,-0.206254577619821,69,10,WIFI
00:26:44:f2:c1:cd,O2wirelessF2C1CD,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS],2012-08-10 20:27:01,11,-90,51.398566574843,-0.206300227603609,70,10,WIFI
00:1f:33:40:13:fa,NETGEAR,[WEP],2012-08-10 20:27:08,6,-90,51.3985362151749,-0.20642817355729,70,10,WIFI
00:22:75:e4:44:34,hillcross121,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:27:10,8,-86,51.3985252333499,-0.206473326052823,70,10,WIFI
42:76:70:c5:53:d3,BTOpenzone-H,,2012-08-10 20:27:10,11,-74,51.3985252333499,-0.206473326052823,70,10,WIFI
42:76:70:c5:53:d4,BTFON,,2012-08-10 20:27:10,11,-74,51.3985252333499,-0.206473326052823,70,10,WIFI
00:17:3f:89:ec:59,JP Wireless,[WPA-PSK-CCMP][WPA2-PSK-CCMP-preauth],2012-08-10 20:27:20,2,-89,51.3984747630575,-0.20668442176304,70,10,WIFI
00:24:01:c6:e7:b8,PC_Network,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:27:22,1,-81,51.3984655644682,-0.206719054060227,73,10,WIFI
bc:76:70:c5:53:d2,BTHub3-358Q,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:27:22,11,-89,51.3984655644682,-0.206719054060227,73,10,WIFI
08:76:ff:2e:2f:4c,XLNTelecom,[WPA-PSK-TKIP][WPA2-PSK-CCMP],2012-08-10 20:27:24,11,-88,51.3984550827619,-0.206762185708646,70,10,WIFI
12:01:3b:9b:24:ba,BTWiFi-with-FON,,2012-08-10 20:27:24,11,-89,51.3984550827619,-0.206762185708646,70,10,WIFI
02:01:3b:9b:24:ba,BTWiFi,,2012-08-10 20:27:24,11,-91,51.3984550827619,-0.206762185708646,70,10,WIFI
23415_189_53476659,vodafone UK,UMTS;gb,2012-08-10 20:27:24,0,-89,51.3984550827619,-0.206762185708646,70,10,GSM
58:98:35:61:69:c9,O2wireless6169C9,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS],2012-08-10 20:27:26,1,-88,51.3984414196423,-0.206799386305962,67,5,WIFI
00:1b:11:a7:15:32,dlink,,2012-08-10 20:27:26,6,-86,51.3984414196423,-0.206799386305962,67,5,WIFI
00:ac:54:e4:8f:22,BTHub3-CS4F,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:27:30,1,-86,51.3984201680167,-0.206840024573262,62,10,WIFI
00:21:04:c7:fe:02,BTHomeHub2-G4S8,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:27:30,11,-91,51.3984201680167,-0.206840024573262,62,10,WIFI
06:21:04:c7:fe:02,BTOpenzone-H,,2012-08-10 20:27:32,11,-90,51.3984063532934,-0.206869280095923,60,5,WIFI
c4:3d:c7:3a:5a:30,Jansen,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:27:34,13,-86,51.3984014461559,-0.20690690545825,63,10,WIFI
00:22:b0:50:09:0b,F5BC89,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:27:36,1,-83,51.3983857358344,-0.206946432068807,63,5,WIFI
00:1f:9f:11:8f:cb,ubuntuWiFi,[WPA-PSK-TKIP],2012-08-10 20:27:38,1,-85,51.3983742647295,-0.206991987495526,63,5,WIFI
00:1e:2a:e0:82:5c,NETGEAR1,[WPA-PSK-TKIP],2012-08-10 20:27:38,6,-89,51.3983742647295,-0.206991987495526,63,5,WIFI
90:01:3b:7b:22:18,SKYB2217,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:27:40,11,-89,51.3983647223321,-0.207040931122338,64,10,WIFI
0a:21:04:c7:fe:02,BTFON,,2012-08-10 20:27:40,11,-86,51.3983647223321,-0.207040931122338,64,10,WIFI
00:24:17:96:23:33,BeBox,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:27:42,6,-85,51.398343390295,-0.20709050858014,65,5,WIFI
b4:82:fe:26:d4:3d,TALKTALK-26D43D,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:27:44,1,-85,51.3983198762241,-0.207140761805302,64,15,WIFI
2c:b0:5d:25:2e:86,JGS2,[WPA2-PSK-CCMP][WPS],2012-08-10 20:27:44,6,-85,51.3983198762241,-0.207140761805302,64,15,WIFI
c0:3f:0e:fc:ee:ce,virginmedia6080125,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:27:46,6,-89,51.3982996070504,-0.207192498183557,68,10,WIFI
00:21:63:3f:d5:6d,sandhu123,[WPA-PSK-TKIP],2012-08-10 20:27:50,11,-88,51.3982756595265,-0.207275368933732,70,5,WIFI
2c:b0:5d:df:33:50,VM 117 (2.4) ,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:27:52,6,-88,51.3982603297397,-0.207324186222523,71,10,WIFI
00:26:44:f2:c1:cd,O2wirelessF2C1CD,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS],2012-08-10 20:27:52,11,-90,51.3982603297397,-0.207324186222523,71,10,WIFI
00:d0:44:b6:b8:b2,BTHomeHub2-943W,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:27:54,1,-89,51.3982442968056,-0.207376682756464,72,10,WIFI
06:d0:44:b6:b8:b2,BTOpenzone,,2012-08-10 20:27:54,1,-89,51.3982442968056,-0.207376682756464,72,10,WIFI
00:22:75:e4:44:34,hillcross121,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:28:01,8,-89,51.3981875467006,-0.207524277329658,69,10,WIFI
08:76:ff:b3:2e:b1,TNCAPB32EB1,[WPA2-PSK-CCMP][WPS],2012-08-10 20:28:01,6,-92,51.3981875467006,-0.207524277329658,69,10,WIFI
cc:96:a0:3a:8f:1e,BTHub3-37TW,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:28:06,11,-97,51.3981616275107,-0.207637798104282,75,10,WIFI
f0:7d:68:f5:cf:92,SKY87652,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:28:08,11,-96,51.3981526216917,-0.207674350335999,76,10,WIFI
23415_189_53476659,vodafone UK,UMTS;gb,2012-08-10 20:28:14,0,-83,51.3981213509664,-0.207782333956937,78,10,GSM
00:ac:54:e4:8f:22,BTHub3-CS4F,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:28:18,1,-88,51.3980838697927,-0.207873336376751,75,10,WIFI
00:21:04:c7:fe:02,BTHomeHub2-G4S8,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:28:18,11,-89,51.3980838697927,-0.207873336376751,75,10,WIFI
5c:d9:98:bb:51:40,SKY38881,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:28:18,6,-91,51.3980838697927,-0.207873336376751,75,10,WIFI
06:21:04:c7:fe:02,BTOpenzone-H,,2012-08-10 20:28:18,11,-89,51.3980838697927,-0.207873336376751,75,10,WIFI
72:96:a0:3a:8f:18,BTWiFi-with-FON,,2012-08-10 20:28:18,11,-90,51.3980838697927,-0.207873336376751,75,10,WIFI
72:96:a0:3a:8f:1f,BTWiFi,,2012-08-10 20:28:18,11,-91,51.3980838697927,-0.207873336376751,75,10,WIFI
00:90:d0:4b:58:a3,129HXA19,[WPA-PSK-TKIP],2012-08-10 20:28:19,1,-94,51.398079380033,-0.207888476417137,75,10,WIFI
74:44:01:6a:7f:7d,virginmedia3016524,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:28:22,11,-93,51.3980718206428,-0.207950822316673,74,10,WIFI
0a:d0:44:b6:b8:b2,BTFON,,2012-08-10 20:28:22,1,-89,51.3980718206428,-0.207950822316673,74,10,WIFI
ac:e8:7b:22:63:bf,BTHub3-4F6T,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:28:57,1,-82,51.3978928579949,-0.208689195335028,71,5,WIFI
c4:3d:c7:44:2d:ec,virginmedia6207967,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:28:57,5,-83,51.3978928579949,-0.208689195335028,71,5,WIFI
00:26:f2:75:1b:54,virgin broadband,[WPA-PSK-TKIP],2012-08-10 20:28:57,6,-86,51.3978928579949,-0.208689195335028,71,5,WIFI
00:1d:68:0c:e1:21,More Beer Please,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:28:57,1,-91,51.3978928579949,-0.208689195335028,71,5,WIFI
00:26:44:1a:a1:bd,BTHomeHub2-4H3N,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:28:57,7,-91,51.3978928579949,-0.208689195335028,71,5,WIFI
2c:b0:5d:f6:a8:be,virginmedia9787491,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:28:57,11,-93,51.3978928579949,-0.208689195335028,71,5,WIFI
00:01:36:4f:ca:dc,myLGNetCADE,[WEP],2012-08-10 20:28:57,11,-93,51.3978928579949,-0.208689195335028,71,5,WIFI
52:e8:7b:22:63:b8,BTOpenzone-H,,2012-08-10 20:28:57,1,-81,51.3978928579949,-0.208689195335028,71,5,WIFI
52:e8:7b:22:63:b9,BTFON,,2012-08-10 20:28:57,1,-82,51.3978928579949,-0.208689195335028,71,5,WIFI
06:d0:44:b6:b8:b2,BTOpenzone,,2012-08-10 20:28:57,1,-88,51.3978928579949,-0.208689195335028,71,5,WIFI
02:26:44:1a:a1:be,BTOpenzone,,2012-08-10 20:28:57,7,-93,51.3978928579949,-0.208689195335028,71,5,WIFI
00:1b:9e:d2:a9:03,TalkTalk520,[WPA-PSK-TKIP],2012-08-10 20:28:59,9,-87,51.3978875629634,-0.208734556999196,67,5,WIFI
80:b6:86:fe:58:f8,BTHub3-M4P5,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:28:59,11,-89,51.3978875629634,-0.208734556999196,67,5,WIFI
00:24:b2:fa:e7:06,SKY11184,[WPA-PSK-TKIP],2012-08-10 20:28:59,1,-91,51.3978875629634,-0.208734556999196,67,5,WIFI
84:1b:5e:a2:83:36,virginmedia8142720,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:28:59,11,-93,51.3978875629634,-0.208734556999196,67,5,WIFI
5a:b6:86:fe:58:f9,BTOpenzone-H,,2012-08-10 20:28:59,11,-89,51.3978875629634,-0.208734556999196,67,5,WIFI
5a:b6:86:fe:58:fa,BTFON,,2012-08-10 20:28:59,11,-89,51.3978875629634,-0.208734556999196,67,5,WIFI
06:8b:5d:c2:87:ea,BTOpenzone,,2012-08-10 20:28:59,3,-93,51.3978875629634,-0.208734556999196,67,5,WIFI
0a:8b:5d:c2:87:ea,BTFON,,2012-08-10 20:28:59,3,-96,51.3978875629634,-0.208734556999196,67,5,WIFI
00:8b:5d:c2:87:ea,BTHomeHub2-TWXS,[WEP],2012-08-10 20:29:02,3,-91,51.3978793679128,-0.208803084458541,69,5,WIFI
02:26:44:1a:a1:bf,BTFON,,2012-08-10 20:29:02,7,-91,51.3978793679128,-0.208803084458541,69,5,WIFI
23415_189_53476659,vodafone UK,UMTS;gb,2012-08-10 20:29:02,0,-87,51.3978793679128,-0.208803084458541,69,5,GSM
00:24:01:c8:32:1c,betancourt,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:29:36,9,-79,51.3977645526312,-0.209495461464483,67,10,WIFI
a0:21:b7:57:c7:09,virginmedia8070307,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:29:36,6,-84,51.3977645526312,-0.209495461464483,67,10,WIFI
ac:e8:7b:4d:c3:47,BTHub3-4S7R,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:29:36,1,-88,51.3977645526312,-0.209495461464483,67,10,WIFI
34:08:04:cb:26:74,TALKTALK-CB2674,[WPA-PSK-TKIP+CCMP][WPS],2012-08-10 20:29:36,1,-85,51.3977645526312,-0.209495461464483,67,10,WIFI
f4:55:9c:0d:55:35,BTHub3-8K6K,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:29:36,11,-93,51.3977645526312,-0.209495461464483,67,10,WIFI
34:08:04:2f:ba:0f,SKY37546,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-10 20:29:36,11,-93,51.3977645526312,-0.209495461464483,67,10,WIFI
a0:21:b7:da:b0:c5,virginmedia3800877,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-10 20:29:36,6,-98,51.3977645526312,-0.209495461464483,67,10,WIFI
6a:e8:7b:4d:c3:41,BTFON,,2012-08-10 20:29:36,1,-86,51.3977645526312,-0.209495461464483,67,10,WIFI
6a:e8:7b:4d:c3:40,BTOpenzone-H,,2012-08-10 20:29:36,1,-89,51.3977645526312,-0.209495461464483,67,10,WIFI
82:55:9c:0d:55:37,BTWiFi-with-FON,,2012-08-10 20:29:36,11,-93,51.3977645526312,-0.209495461464483,67,10,WIFI
